amount,bundleInfo,category,conversionFactor,descriptionLong,descriptionShort,inPromotion,images,name,packageLabel,packageLabelKey,parentCategories,productId,medical,sku,slug,upsellSku,published,purchased,volumeLabelKey,volumeLabelLong,volumeLabelShort,weight,weightArticle,weightPieceArticle,weightPerPiece,alcoholByVolume,brandMarketing,countryOfOrigin,features,keywordSearch,meatBorn,meatButchered,meatSlaughtered,meatRaised,nappySize,nutIngredients,badges,productMarketing,regulatedProductName,storageAndUsageStatements,storageType,telephoneHelpline,wineColour,wineType,quantityStepSize,brand_name,brand_slug,price_baseUnitLong,price_baseUnitShort,price_basePriceFactor,price_regular_perStandardizedQuantity,price_regular_tags,price_regular_value,ageRequiredInMonths,depositType,allergens,maxQuantity,price_depositPrice,price_crossed,price_discountPercentage,price_regular_promotionQuantity,price_regular_promotionText,price_regular_promotionType,price_regular_promotionValue,price_lowestPrice,drainedWeight,preparationTime,minQuantity,bundleSize
1,,Gartengemüse,1.0,"Klasse I<br><br>Gesund, unkompliziert, schmackhaft: Gurken sind ein dankbares Gemüse. Ob als Salat oder im Zaziki - Gurken verleihen vielen Gerichten einen Frischekick.<li>reich an Kalium und Eisen<li>enthalten wichtige Vitamine<li>kaum Kalorien, wenig Fett</li>",,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-89773-01296186548-ZX5BG6ac.jpg'],Gurke,Stück,st,"[[{'key': '13751', 'name': 'Obst & Gemüse', 'slug': 'obst-und-gemuese-13751', 'orderHint': '000000010'}, {'key': '13757', 'name': 'Gemüse', 'slug': 'gemuese-13757', 'orderHint': '000000010'}, {'key': '13758', 'name': 'Gartengemüse', 'slug': 'gartengemuese-13758', 'orderHint': '000000080'}]]",0994042b-6fb2-4997-b5a0-fd33068a0f3a,False,00-89773,gurke-0089773,,True,False,st,Stück,stk,0.4,False,False,0,,,"Österreich, Spanien, Ungarn",,,,,,,,,"['pp-veget', 'pp-vegan']",,,,,,,,,,,Stück,Stk,,139.0,[],139.0,,,,,,,,,,,,69.0,,,,
1,,Exotisches Obst,1.0,,"Bananen sind nach dem Apfel das beliebteste Obst der Österreicher. Ob als süßer Snack zwischendurch oder in herzhaften Gerichten verarbeitet, ist die tropische Frucht ein echtes Multitalent und lässt sich vielfältig einsetzen.<ul><li>milder und süßer Geschmack</li><li>Vitaminreich</li><li>ideal zum Kochen oder Rohverzehr</li></ul>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-258074-0127084953-YXEXBqXK.jpg'],Clever Bananen,Kilo,kg,"[[{'key': '13751', 'name': 'Obst & Gemüse', 'slug': 'obst-und-gemuese-13751', 'orderHint': '000000010'}, {'key': '13752', 'name': 'Obst', 'slug': 'obst-13752', 'orderHint': '000000020'}, {'key': '13754', 'name': 'Exotisches Obst', 'slug': 'exotisches-obst-13754', 'orderHint': '000000050'}]]",0cb423d3-a7d9-41b5-bab0-079651fc9688,False,00-258074,clever-bananen-00258074,,True,False,kg,Kilogramm,kg,1.0,True,False,0,,,Kolumbien,,,,,,,,,"['pp-veget', 'pp-vegan']",,,,,,,,500.0,CLEVER,clever,Kilogramm,kg,1,179.0,[],179.0,,,,,,,,,,,,,,,,
0.5,,Dosenbier,0.5,,"<ul><li>Gösser Märzen - der Inbegriff für österreichisches Märzenbier!</li><li>Strohgelb in der Farbe, im Duft angenehm hopfig</li><li>Im Antrunk von deutlichen Malztönen geprägt</li><li>Mit angenehmer Hopfennote und vollmundig harmonischem Geschmack</li></ul>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-770444-1697677774-Ar3d6yO_.jpg'],Gösser Märzen,Dose,ds,"[[{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13796', 'name': 'Bier & Radler', 'slug': 'bier-und-radler-13796', 'orderHint': '000000460'}, {'key': '13798', 'name': 'Dosenbier', 'slug': 'dosenbier-13798', 'orderHint': '000000480'}]]",c7d8b93e-25d5-4c16-ac22-1f9fc92ebac0,False,00-770444,goesser-maerzen-00770444,,True,False,lt,Liter,liter,0.52,False,False,0,5.2,,Österreich,,,,,,,,,"['pp-veget', 'pp-vegan', 'homecountry', 'isdeposittype-singleusedeposit']","Gut, besser, Gösser.
ein steirisches Bier
Österreichs bestes Bier
100% österreichische Rohstoffe
Original gebraut in der Brauerei Göss",,Vor Wärme geschützt lagern,,,,,,Gösser,goesser,Milliliter,ml,500,159.0,[],159.0,216.0,SINGLE_USE,['CONTAINS AW'],72.0,25.0,,,,,,,,,,,
10,,Eier,1.0,,Die Freilandshaltungseier von Da komm' ich her! kommen von regionalen Bauern aus Österreichs Bundesländern.<br><br>Lagertipp: Die Da komm' ich her! Eier lagern Sie am besten bei max. 8 °C im Kühlschrank. So haben Sie eine Haltbarkeit von mindestens 28 Tagen.,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-341383-445469860-AeuTfKur.jpg'],Da komm ich her! Freilandeier L,Stück,st,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13955', 'name': 'Backen', 'slug': 'backen-13955', 'orderHint': '000002050'}, {'key': '13960', 'name': 'Eier', 'slug': 'eier-13960', 'orderHint': '000002100'}], [{'key': '13841', 'name': 'Kühlwaren', 'slug': 'kuehlwaren-13841', 'orderHint': '000000910'}, {'key': '13848', 'name': 'Eier', 'slug': 'eier-13848', 'orderHint': '000000980'}]]",0280d932-3c4f-4b90-8741-616466e96cb6,False,00-341383,da-komm-ich-her-freilandeier-l-00341383,00-439056,True,False,st,Stück,stk,0.72,False,False,0,,,Österreich,,,,,,,,,"['pp-veget', 'gs-amaguete', 'gs-gentech', 'homecountry']",,,"Nach dem Kauf bei Kühlschranktemperatur aufbewahren.
Verbrauchshinweis: Nach Ablauf des Mindesthaltbarkeitsdatums durcherhitzen.",,,,,1.0,Da komm ich her!,da-komm-ich-her-,Stück,Stk,1,40.0,[],399.0,,,['CONTAINS AE'],,,,,,,,,,,,,
1,,Milch,1.0,,"Die Clever Vollmilch mit 3,5 % Fett hält durch schonende Filtration länger frisch als andere Milchsorten und ist dabei geschmackvoll und aromatisch.<ul><li>hält besonders lange frisch</li><li>gentechnikfrei</li></ul>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-504029-60827286-cXNlje1k.jpg'],Clever Vollmilch länger frisch 3.5%,Packung,pa,"[[{'key': '13841', 'name': 'Kühlwaren', 'slug': 'kuehlwaren-13841', 'orderHint': '000000910'}, {'key': '13869', 'name': 'Milchprodukte', 'slug': 'milchprodukte-13869', 'orderHint': '000001190'}, {'key': '13875', 'name': 'Milch', 'slug': 'milch-13875', 'orderHint': '000001250'}]]",48f49481-d4f2-4013-8090-9350cf87a1f8,False,00-504029,clever-vollmilch-laenger-frisch-35-00504029,,True,False,lt,Liter,liter,1.06,False,False,0,,,Österreich,,,,,,,,,"['kuehlung', 'gs-gentech', 'homecountry']",,,"Gekühlt (+6°C) lagern
Nach dem Öffnen weiterhin gekühlt lagern und innerhalb von 2 Tagen aufbrauchen.",,,,,1.0,CLEVER,clever,Liter,Liter,1,139.0,[],139.0,,ONEWAY,['CONTAINS AM'],36.0,,,,,,,,,,,,
1,,Zwiebel und Kartoffeln,1.0,,Klasse I<br><br>Der gelbe Zwiebel aus Österreich ist kräftig im Geschmack und lässt sich vielseitig verwenden. Er bietet scharfe Würze für Fleischgerichte und deftige Rezepte.<ul><li>regional geerntet von Da komm' ich her!</li></ul>,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-429100-738130977-FUHlenoI.jpg'],Da komm ich her! Zwiebel Gelb,Netz,ne,"[[{'key': '13751', 'name': 'Obst & Gemüse', 'slug': 'obst-und-gemuese-13751', 'orderHint': '000000010'}, {'key': '13757', 'name': 'Gemüse', 'slug': 'gemuese-13757', 'orderHint': '000000010'}, {'key': '13759', 'name': 'Zwiebel und Kartoffeln', 'slug': 'zwiebel-und-kartoffeln-13759', 'orderHint': '000000090'}]]",30ecb4e3-8d67-44f7-bf3f-38611e9697a5,False,00-429100,da-komm-ich-her-zwiebel-gelb-00429100,,True,False,kg,Kilogramm,kg,1.03,False,False,0,,,Österreich,,,,,,,,,"['pp-veget', 'homecountry']",,,,,,,,,Da komm ich her!,da-komm-ich-her-,Kilogramm,kg,1,129.0,[],129.0,,,,,,,,,,,,,,,,
1.5,,Mineralwasser,1.0,,Waldquelle Spritzig ist ein natürlich erfrischendes Mineralwasser reich an Kohlensäure. Ob pur oder gemischt mit Fruchtsäften bringt die natürliche Frische den vollen Geschmack zur Geltung.<ul><li>Lieferant lebenswichtiger Mineralstoffe & Spurenelemente</li><li>Naturprodukt</li><li>Amtlich anerkannt und streng kontrolliert</li></ul>,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-769492-1652725042-VFDgRCWH.jpg'],Waldquelle Mineralwasser Spritzig,Flasche,fl,"[[{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13785', 'name': 'Alkoholfreie Getränke', 'slug': 'alkoholfreie-getraenke-13785', 'orderHint': '000000350'}, {'key': '13792', 'name': 'Mineralwasser', 'slug': 'mineralwasser-13792', 'orderHint': '000000420'}], [{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13837', 'name': 'Mineralwasser', 'slug': 'mineralwasser-13837', 'orderHint': '000000870'}, {'key': '13840', 'name': 'prickelnd', 'slug': 'prickelnd-13840', 'orderHint': '000000900'}]]",2daeb92e-0dfa-4767-8eed-b0c005bba455,False,00-769492,waldquelle-mineralwasser-spritzig-00769492,,True,False,lt,Liter,liter,1.55,False,False,0,,,Österreich,,,,,,,,,"['pp-veget', 'homecountry', 'isdeposittype-singleusedeposit']",Einfach unsere Natur,,Bei Raumtemperatur lichtgeschützt lagern.,,,,,1.0,Waldquelle,waldquelle,Liter,Liter,1,50.0,[],75.0,,SINGLE_USE,,36.0,25.0,,,,,,,,,,,
65,,Ofenfrisches Gebäck,1000.0,,"Der Weizengebäck-Klassiker jetzt neu bei BILLA in Bio-Qualität. <ul><li>Für die Ja! Natürlich Bio-Kaisersemmel wird 100% österreichisches Bio-Getreide verwendet. </li><li>Der Bio-Weizen stammt aus Nieder-, Oberösterreich und dem Burgenland. </li><li>Beim Bio-Anbau wird auf ächemisch-synthetische Pflanzenschutzmittel* verzichtet. <br>Der Bio-Weizen wird in der Bio-Muhle in Rannersdorf bei Wien vermahlen und von heimischen Backern verarbeitet. Die Ja! Natürlich Bio-Kaisersemmel ist außen goldig-knusprig und innen locker-flaumig. <p>* gema? EU-Bio-Verordnung</li></ul>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-480904-0214729681-DOEUSD_P.jpg'],Ja! Natürlich Kaisersemmel,Stück,st,"[[{'key': '13766', 'name': 'Brot & Gebäck', 'slug': 'brot-und-gebaeck-13766', 'orderHint': '000000160'}, {'key': '13770', 'name': 'Brot & Gebäck', 'slug': 'brot-und-gebaeck-13770', 'orderHint': '000000200'}, {'key': '13773', 'name': 'Ofenfrisches Gebäck', 'slug': 'ofenfrisches-gebaeck-13773', 'orderHint': '000000230'}]]",a7d263b4-112d-46f2-b0df-d6811bc5a162,False,00-480904,ja-natuerlich-kaisersemmel-00480904,00-89103,True,False,gr,Gramm,g,0.083,False,False,0,,,Österreich,,,,,,,,,"['pp-veget', 'pp-vegan', 'pp-bio', 'homecountry']",,,,,,,,,Ja! Natürlich,ja--natuerlich,Kilogramm,kg,,44.0,[],44.0,,,"['MAY_CONTAIN AY', 'MAY_CONTAIN AS', 'CONTAINS AW']",,,,,,,,,,,,,
750,,Toastbrot,1000.0,,"Das Super Soft Sandwich Toastbrot von Ölz kommt ohne Konservierungsstoffe aus. Die extragroßen, weichen Scheiben sind aus Weizen gebacken.<ul><li>ohne Konservierungsstoffe</li><li>perfekt für Toaster oder Sandwichmaker</li></ul>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-403275-1597079756-2PJQU6q6.jpg'],Ölz Super Soft Sandwich,Packung,pa,"[[{'key': '13766', 'name': 'Brot & Gebäck', 'slug': 'brot-und-gebaeck-13766', 'orderHint': '000000160'}, {'key': '13767', 'name': 'Aufbackbrötchen & Toast', 'slug': 'aufbackbroetchen-und-toast-13767', 'orderHint': '000000170'}, {'key': '13769', 'name': 'Toastbrot', 'slug': 'toastbrot-13769', 'orderHint': '000000190'}]]",6330344a-8e26-45ad-a238-b9fc28e31586,False,00-403275,oelz-super-soft-sandwich-00403275,,True,False,gr,Gramm,g,0.755,False,False,0,,,,,,,,,,,,"['pp-veget', 'pp-vegan', 'homecountry']",Das besonders softe Sandwichbrot der Ölz Meisterbäcker schmeckt kalt belegt und knusprig getoastet! Das extra große Scheibenformat ist die ideale Basis für köstliche Sandwich-Kreationen. Auch für die vegane Ernährung geeignet. Dank der sorgfältigen Herstellung der Ölz Meisterbäcker ist das Ölz Super Soft Sandwich - wie alle Toasts & Sandwiches von Ölz - natürlich frei von Konservierungsstoffen!  Praktisch im wiederverschließbaren Beutel.,,Ungeöffnet mindestens haltbar bis: siehe Datumseindruck Packungsvorderseite,,,,,1.0,Ölz,oelz,Kilogramm,kg,1,465.0,[],349.0,,,"['MAY_CONTAIN AY', 'CONTAINS AW']",6.0,,,,,,,,,,,,
0.5,,Dosenbier,0.5,,"<ul><li>Das 'bierige' Bier ist Österreichs beliebtestes Märzenbier</li><li>Das strahlende Gelb verheißt bierigen Genuss</li><li>Ein angenehm malziger und fruchtiger Geschmack, mit einer fein abgestimmten Hopfennote</li></ul>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-769767-0184636904-44loKMoZ.jpg'],Puntigamer 'Das bierige Bier',Dose,ds,"[[{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13796', 'name': 'Bier & Radler', 'slug': 'bier-und-radler-13796', 'orderHint': '000000460'}, {'key': '13798', 'name': 'Dosenbier', 'slug': 'dosenbier-13798', 'orderHint': '000000480'}]]",64dbab0d-7c1b-45c5-9c78-1219e6e49b73,False,00-769767,puntigamer-das-bierige-bier-00769767,,True,False,lt,Liter,liter,0.53,False,False,0,5.1,,Österreich,,,,,,,,,"['pp-veget', 'pp-vegan', 'isdeposittype-singleusedeposit', 'homecountry']",,,Vor Wärme geschützt lagern.,,,,,1.0,Puntigamer,puntigamer,Milliliter,ml,500,145.0,[],145.0,216.0,SINGLE_USE,['CONTAINS AW'],72.0,25.0,,,,,,,65.0,,,,
1,,Haltbarmilch & Kondensmilch,1.0,,"Immer griffbereit wartet die Haltbarmilch Formil von Schärdinger in der Speisekammer auf ihren Einsatz. Die köstliche Vollmilch hat einen Fettanteil von 3,5 %.<ul><li>ultrahocherhitzte, haltbare Vollmilch</li><li>aus dem Hause Schärdinger</li><li>in Österreich ohne Gentechnik hergestellt</li></ul>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-879969-0151577798-yJLenRj_.jpg'],Formil Haltbarmilch 3.5%,Packung,pa,"[[{'key': '13841', 'name': 'Kühlwaren', 'slug': 'kuehlwaren-13841', 'orderHint': '000000910'}, {'key': '13869', 'name': 'Milchprodukte', 'slug': 'milchprodukte-13869', 'orderHint': '000001190'}, {'key': '13871', 'name': 'Haltbarmilch & Kondensmilch', 'slug': 'haltbarmilch-und-kondensmilch-13871', 'orderHint': '000001210'}]]",39ab2bdd-320b-4206-a015-f0ac58fea2f3,False,00-879969,formil-haltbarmilch-35-00879969,,True,False,lt,Liter,liter,1.057,False,False,0,,,Österreich,,,,,,,,,"['homecountry', 'gs-gentech']","Schärdinger Formil Haltbar-Milch ist eine Trinkmilch, die durch Ultrahocherhitzung haltbar gemacht wird. Bei diesem Vorgang wird der Keimgehalt in der Milch so weit reduziert, dass eine entsprechende Haltbarkeit erreicht wird. Es gehen dabei keine Vitamine verloren und die H-Milch bleibt geschmacklich sowie ernährungsphysiologisch der Frischmilch nahezu gleichwertig.
Wie auch die frische Schärdinger Vollmilch stammt diese ausschließlich von Bauernhöfen in traditionellen Milchregionen und wird nach strengen Qualitätsrichtlinien laufend kontrolliert.",,Ungeöffnete Packungen sind ungekühlt lagerfähig. Ungeöffnet mindestens haltbar bis: siehe Packungsoberseite. Nach dem Öffnen gekühlt (3-6 °C) lagern und innerhalb weniger Tage verbrauchen.,,,,,1.0,Formil,formil,Liter,Liter,1,169.0,[],169.0,,,['CONTAINS AM'],36.0,,,,,,,,,,,,
1.5,,Mineralwasser,1.0,,Stille Wasser sind tief und schmackhaft - das Mineralwasser Vöslauer Ohne überzeugt ganz ohne Zisch.<br><br><ul><li>stilles Mineralwasser ohne Kohlensäure</li><li>natürliches Mineralwasser aus Österreich</li><li>handliche schlanke Flaschenform</li></ul>,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-769496-0133796069-XIWOCDvP.jpg'],Vöslauer Ohne,Flasche,fl,"[[{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13785', 'name': 'Alkoholfreie Getränke', 'slug': 'alkoholfreie-getraenke-13785', 'orderHint': '000000350'}, {'key': '13792', 'name': 'Mineralwasser', 'slug': 'mineralwasser-13792', 'orderHint': '000000420'}], [{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13837', 'name': 'Mineralwasser', 'slug': 'mineralwasser-13837', 'orderHint': '000000870'}, {'key': '13838', 'name': 'still', 'slug': 'still-13838', 'orderHint': '000000880'}]]",749500b7-5c78-4d02-8609-a881fab51a7c,False,00-769496,voeslauer-ohne-00769496,,True,False,lt,Liter,liter,1.55,False,False,0,,,Österreich,,,,,,,,,"['pp-veget', 'homecountry', 'isdeposittype-singleusedeposit']","Das Lieblingswasser der Österreicher:innen!
Die 1,5 l Leichtflasche von Vöslauer ist Österreichs Durstlöscher Nummer 1. Praktisch mit Leichtdrehverschluss ist sie der perfekte Begleiter für jeden Tag. 

Vöslauer ohne
Nichts als ursprünglich reines, klares und natürliches Mineralwasser, besonders ausgewogen mineralisiert. Der unverfälschte Geschmack von Vöslauer - ganz ohne Kohlensäure.",,Vor Wärme und direkter Sonneneinstrahlung schützen.,,,,,1.0,Vöslauer,voeslauer,Liter,Liter,1,63.0,[],95.0,,SINGLE_USE,,36.0,25.0,,,,,,,,,,,
0.5,,Mineralwasser,1.0,,Das natürliche Mineralwasser Vöslauer Prickelnd wird seit Jahrzehnten direkt am Quellort Bad Vöslau abgefüllt und steht für Qualität aus Österreich.<ul><li>mit Kohlensäure versetzt</li><li>natürliches Produkt</li><li>angenehm prickelnd</li></ul>,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-769495-1870089943-kWWjP1Ov.jpg'],Vöslauer Prickelnd,Flasche,fl,"[[{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13785', 'name': 'Alkoholfreie Getränke', 'slug': 'alkoholfreie-getraenke-13785', 'orderHint': '000000350'}, {'key': '13792', 'name': 'Mineralwasser', 'slug': 'mineralwasser-13792', 'orderHint': '000000420'}], [{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13837', 'name': 'Mineralwasser', 'slug': 'mineralwasser-13837', 'orderHint': '000000870'}, {'key': '13840', 'name': 'prickelnd', 'slug': 'prickelnd-13840', 'orderHint': '000000900'}]]",cbe30889-f48d-451a-9387-5bea708db820,False,00-769495,voeslauer-prickelnd-00769495,,True,False,lt,Liter,liter,0.52,False,False,0,,,Österreich,,,,,,,,,"['pp-veget', 'isdeposittype-singleusedeposit', 'homecountry']","Vöslauer Pocket - von Haus aus dabei.
Ob beim Einkaufen, Spazierengehen oder im Büro - die 0,5 l Vöslauer prickelnd ist  ein originelles Accessoire, das sich leicht und praktisch überallhin mittragen lässt.

Vöslauer prickelnd
Unser ursprünglich reines, klares, natürliches Mineralwasser mit Kohlensäure. Für ein prickelndes Erlebnis. Die besonders ausgewogene Mineralisierung macht es zum optimalen Durstlöscher.",,"Vor Wärme und direkter Sonneneinstrahlung schützen.
Ich bin eine Pfandflasche zerdrück mich nicht & lass das Etikett drauf!",,,,,8.0,Vöslauer,voeslauer,Liter,Liter,1,170.0,[],85.0,,SINGLE_USE,,40.0,25.0,,,,,,,,,,,
1,,Haltbarmilch & Kondensmilch,1.0,,"Wenn Sie gerne die Vorteile längerer Haltbarkeit nutzen möchten, aber nicht auf den guten Geschmack der Milch verzichten wollen ist clever H-Milch genau das richtige für Sie. Sie stammt von österreichischen Kühen und ist nicht nur für Kaffee bestens geeignet!",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-746474-2096982203-2Lm9Pz0O.jpg'],Clever Haltbarmilch 0.5%,Packung,pa,"[[{'key': '13841', 'name': 'Kühlwaren', 'slug': 'kuehlwaren-13841', 'orderHint': '000000910'}, {'key': '13869', 'name': 'Milchprodukte', 'slug': 'milchprodukte-13869', 'orderHint': '000001190'}, {'key': '13871', 'name': 'Haltbarmilch & Kondensmilch', 'slug': 'haltbarmilch-und-kondensmilch-13871', 'orderHint': '000001210'}]]",1cbe9f4c-b096-4f4b-9178-825e65cdd9fc,False,00-746474,clever-haltbarmilch-05-00746474,,True,False,lt,Liter,liter,1.064,False,False,0,,,Österreich,,,,,,,,,"['gs-gentech', 'homecountry']",,,"Ungekühlt haltbar.
Nach dem Öffnen gekühlt (+6°C) lagern und innerhalb von 1-2 Tagen aufbrauchen.",,,,,1.0,CLEVER,clever,Liter,Liter,1,99.0,[],99.0,,,['CONTAINS AM'],36.0,,,,,,,,,,,,
1,,Salate,1.0,,Klasse I,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-409218-788186747-JrQqh8Vf.jpg'],Eissalat,Stück,st,"[[{'key': '13751', 'name': 'Obst & Gemüse', 'slug': 'obst-und-gemuese-13751', 'orderHint': '000000010'}, {'key': '13761', 'name': 'Salate', 'slug': 'salate-13761', 'orderHint': '000000030'}, {'key': '13762', 'name': 'Salate', 'slug': 'salate-13762', 'orderHint': '000000120'}]]",77f72171-da2c-4d4f-bdaa-0067bfbfbec1,False,00-409218,eissalat-00409218,,True,False,st,Stück,stk,0.41,False,False,0,,,Spanien,,,,,,,,,['pp-veget'],,,,,,,,,,,Stück,Stk,,179.0,[],179.0,,,,,,,,,,,,179.0,,,,
250,,"Rahm, Obers & Topfen",1000.0,,Der länger haltbare clever Schlagobers ist der ideale Begleiter für süße Torten oder zum Verfeinern von pikanten Speisen wie Suppen. Durch den praktischen Drehverschluss kann er im Anschluss wieder verschlossen und im Kühlschrank aufbewahrt werden.<ul><li>Länger frisch und wiederverschließbar</li><li>Ideal für Torten oder Verfeinern von Suppen</li><li>AMA Gütesiegel und gentechnikfrei</li></ul>,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-962052-1670584254-V1PC1RAv.jpg'],Clever Schlagobers 36% länger frisch,Flasche,fl,"[[{'key': '13841', 'name': 'Kühlwaren', 'slug': 'kuehlwaren-13841', 'orderHint': '000000910'}, {'key': '13869', 'name': 'Milchprodukte', 'slug': 'milchprodukte-13869', 'orderHint': '000001190'}, {'key': '13884', 'name': 'Rahm, Obers & Topfen', 'slug': 'rahm-obers-und-topfen-13884', 'orderHint': '000001340'}]]",8a84960c-c707-4d47-8f17-2c92cba690e4,False,00-962052,clever-schlagobers-36-laenger-frisch-00962052,,True,False,ml,Milliliter,ml,0.267,False,False,0,,,Österreich,,,,,,,,,"['gs-amaguete', 'kuehlung', 'gs-gentech', 'homecountry']",,,"Gekühlt bei +3 °C bis +9 °C lagern.
Nach dem Öffnen gekühlt lagern und innerhalb von 1-2 Tagen aufbrauchen.",,,,,1.0,CLEVER,clever,Liter,Liter,1,596.0,[],149.0,,,['CONTAINS AM'],,,,,,,,,,,,,
